CGCMT16C1,304101587,28-001,20170101,20170930,AN,ADJ,320PROPINS,3150
CGCMT16C1,304101579,7-000,20160331,20160601,UB,NOR,310RETAXES,268248
CGCMT16C1,304101587,28-001,20160229,20160601,UB,NOR,040EXPREMB,352216
CGCMT16C1,304101579,7-005,20160331,20160601,UB,NOR,320PROPINS,4409
CGCMT16C1,304101554,45-001,20160101,20161231,AN,BOR,410GENERAL,26541
CGCMT16C1,304101579,7-002,20160101,20161231,AN,NOR,310RETAXES,78379
CGCMT16C1,305990043,43-001,20170101,20171231,AN,NOR,490LEASING,33017
CGCMT16C1,304101553,13-001,20160101,20161231,AN,NOR,510CAPEX,292533
CGCMT16C1,407000614,44-001,20160418,20160601,UB,NOR,310RETAXES,13873
CGCMT16C1,304101579,7-003,20160101,20161231,AN,NOR,370MANAGEM,29075
CGCMT16C1,305990005,5-001,20161001,20170930,AN,BOR,330UTILITI,624740
CGCMT16C1,407000607,47-001,20170101,20171231,AN,NOR,400PROFESS,10370
CGCMT16C1,304101578,50-001,20160101,20161231,AN,BOR,370MANAGEM,39071
CGCMT16C1,305990005,5-001,20160101,20161231,AN,NOR,320PROPINS,516748
CGCMT16C1,304101552,14-001,20160101,20161231,AN,NOR,500TENANTI,43473
CGCMT16C1,304101579,7-000,20170101,20170630,AN,BOR,440OTHEREX,528879
CGCMT16C1,304101581,25-003,20160227,20160601,UB,NOR,330UTILITI,22557
CGCMT16C1,407000589,8-001,20170101,20170930,AN,BOR,340REPAIRS,361206
CGCMT16C1,407000606,48-001,20160101,20161231,AN,NOR,030BASERNT,255200
CGCMT16C1,305990054,54-001,20170101,20171231,AN,NOR,340REPAIRS,19443
CGCMT16C1,305990010,10-001,20160101,20161231,AN,NOR,410GENERAL,92958
CGCMT16C1,305990029,29-001,20160101,20161231,AN,NOR,010GROSRNT,1833139
CGCMT16C1,407000614,44-002,20160101,20161231,AN,BOR,030BASERNT,310331
CGCMT16C1,304101579,7-005,20160101,20161231,AN,NOR,340REPAIRS,8248
CGCMT16C1,305990054,54-001,20170101,20171231,AN,ADJ,160OTHERIN,3699
CGCMT16C1,407000620,53-001,20160101,20161231,AN,BOR,030BASERNT,581872
CGCMT16C1,407000612,38-001,20160101,20161231,AN,ADJ,320PROPINS,-11064
CGCMT16C1,304101575,6-001,20160101,20161231,AN,ADJ,400PROFESS,-17800
CGCMT16C1,407000613,34-001,20160101,20161231,AN,ADJ,410GENERAL,-5005
CGCMT16C1,695100640,12-001,20170101,20170930,AN,BOR,330UTILITI,64610
CGCMT16C1,305990029,29-001,20160131,20160601,UB,NOR,320PROPINS,8862
CGCMT16C1,695100657,18-001,20160101,20161231,AN,NOR,500TENANTI,8559
CGCMT16C1,304101584,3-001,20161001,20170930,AN,NOR,060ROOMREV,43596863
CGCMT16C1,407000614,44-002,20170101,20170930,AN,BOR,160OTHERIN,72890
CGCMT16C1,304101584,3-001,20161001,20170930,AN,BOR,330UTILITI,1816972
CGCMT16C1,407000613,34-001,20160423,20160601,UB,NOR,310RETAXES,185625
CGCMT16C1,407000624,2-011,20160105,20160518,UB,NOR,030BASERNT,372359
CGCMT16C1,304101538,46-002,20160210,20160601,UB,NOR,020VACANCY,-222054
CGCMT16C1,304101581,25-001,20160227,20160601,UB,NOR,380PAYROLL,37484
CGCMT16C1,695100656,24-001,20160101,20161231,AN,NOR,510CAPEX,43325
CGCMT16C1,304101556,21-001,20170101,20170930,AN,NOR,030BASERNT,1546160
CGCMT16C1,407004616,9-001,20151106,20160518,UB,NOR,320PROPINS,105544
CGCMT16C1,695100651,32-002,20170101,20170630,AN,ADJ,310RETAXES,-1
CGCMT16C1,407004598,33-001,20170101,20170930,AN,ADJ,310RETAXES,51412
CGCMT16C1,407000589,8-001,20160101,20161231,AN,BOR,360FRANCHI,361769
CGCMT16C1,695100651,32-000,20160101,20161231,AN,ADJ,310RETAXES,37306
CGCMT16C1,305990005,5-001,20161001,20170930,AN,BOR,290PHONE,14694
CGCMT16C1,407000608,16-001,20160101,20161231,AN,NOR,410GENERAL,163253
CGCMT16C1,695100651,32-001,20170101,20170630,AN,BOR,030BASERNT,551581
CGCMT16C1,407004604,26-001,20160401,20160601,UB,NOR,510CAPEX,13283
CGCMT16C1,407004616,9-001,20160101,20161231,AN,NOR,370MANAGEM,196181
CGCMT16C1,305990005,5-001,20161001,20170930,AN,BOR,320PROPINS,387561
CGCMT16C1,695100640,12-001,20170101,20170930,AN,ADJ,510CAPEX,21493
CGCMT16C1,304101584,3-001,20151231,20160601,UB,NOR,270ROOMS,10884686
CGCMT16C1,305990041,41-001,20170101,20170630,AN,ADJ,440OTHEREX,-9315.10
CGCMT16C1,305990039,39-001,20170101,20170930,AN,BOR,440OTHEREX,434
CGCMT16C1,305990010,10-001,20160101,20161231,AN,BOR,410GENERAL,92958
CGCMT16C1,407000589,8-001,20160101,20161231,AN,NOR,090OTHDREV,69172
CGCMT16C1,304101579,7-000,20160101,20161231,AN,NOR,330UTILITI,49506
CGCMT16C1,304101577,11-001,20160301,20160601,UB,NOR,310RETAXES,176402
CGCMT16C1,304101575,6-001,20160101,20161231,AN,BOR,410GENERAL,325458
CGCMT16C1,304101580,35-001,20170101,20170930,AN,BOR,330UTILITI,6181
CGCMT16C1,304101553,13-001,20161001,20170930,AN,NOR,320PROPINS,384326
CGCMT16C1,304101541,31-001,20160101,20161231,AN,NOR,500TENANTI,18299
CGCMT16C1,304101575,6-001,20160101,20161231,AN,ADJ,440OTHEREX,-373143
CGCMT16C1,304101579,7-001,20160331,20160601,UB,NOR,380PAYROLL,61500
CGCMT16C1,304101579,7-004,20160101,20161231,AN,NOR,040EXPREMB,11437
CGCMT16C1,407000614,44-001,20160418,20160601,UB,NOR,320PROPINS,11905
CGCMT16C1,407000608,16-006,20160101,20161231,AN,ADJ,310RETAXES,-1
CGCMT16C1,304101575,6-001,20160101,20161231,AN,ADJ,510CAPEX,-4376
CGCMT16C1,305990041,41-001,20170101,20170630,AN,BOR,410GENERAL,3298.65
CGCMT16C1,305990005,5-001,20161001,20170930,AN,NOR,360FRANCHI,2056016
CGCMT16C1,304101580,35-001,20160101,20161231,AN,BOR,320PROPINS,56905
CGCMT16C1,304101541,31-001,20170101,20171231,AN,NOR,500TENANTI,18299
CGCMT16C1,304101552,14-000,20170101,20170930,AN,NOR,320PROPINS,14634
CGCMT16C1,407000624,2-017,20160105,20160518,UB,NOR,030BASERNT,232907
CGCMT16C1,305990054,54-001,20170101,20171231,AN,NOR,320PROPINS,35200
CGCMT16C1,304101538,46-002,20160101,20161231,AN,NOR,390MARKETI,4873
CGCMT16C1,407000617,15-001,20170101,20170930,AN,BOR,310RETAXES,72659
CGCMT16C1,695100657,18-001,20170101,20171231,AN,NOR,410GENERAL,6947
CGCMT16C1,304101552,14-000,20160101,20161231,AN,BOR,400PROFESS,1683
CGCMT16C1,695100650,51-001,20170101,20170930,AN,NOR,310RETAXES,15223
CGCMT16C1,407000608,16-000,20170101,20170930,AN,BOR,320PROPINS,56280
CGCMT16C1,304101578,50-001,20160101,20161231,AN,BOR,410GENERAL,2207
CGCMT16C1,304101552,14-000,20160101,20161231,AN,ADJ,510CAPEX,9841
CGCMT16C1,407000614,44-000,20160101,20161231,AN,NOR,370MANAGEM,57523
CGCMT16C1,695100647,19-001,20170101,20170930,AN,NOR,340REPAIRS,66613
CGCMT16C1,695100657,18-001,20170101,20171231,AN,BOR,030BASERNT,1493443
CGCMT16C1,305990005,5-001,20160101,20161231,AN,BOR,160OTHERIN,1465984
CGCMT16C1,305990054,54-001,20160101,20161231,AN,BOR,010GROSRNT,505224
CGCMT16C1,407000620,53-001,20151217,20160601,UB,NOR,310RETAXES,113932
CGCMT16C1,304101579,7-002,20170101,20170630,AN,BOR,340REPAIRS,14396
CGCMT16C1,305990023,23-001,20160101,20161231,AN,NOR,380PAYROLL,60239
CGCMT16C1,407004612,40-001,20160101,20161231,AN,ADJ,310RETAXES,67969
CGCMT16C1,304101552,14-003,20160315,20160601,UB,NOR,010GROSRNT,274055
